AQL date,Source,Client CRM,Client country,Number of sales reps,Subscription period,PPC budget USD,Stage,Loss reason description,Closing Date
"Feb 13, 2024",Partner,No CRM,UA (Ukraine),2,90,2000-5000,Closed Won,,"Feb 15, 2024"
"Feb 12, 2024",Registration,Bitrix24,KZ (Kazakhstan),10,,1000-2000,Closed Lost,Stopped communicating,"Mar 21, 2024"
"Feb 12, 2024",Ringostat Messenger,1C as CRM,UA (Ukraine),40,,0-500,Negotiations,,
"Feb 9, 2024",Inbound call,No CRM,PL (Poland),3,360,0-500,Closed Won,,"Mar 27, 2024"
"Feb 9, 2024",Partner,ZohoCRM,UA (Ukraine),2,,500-1000,Closed Lost,Implementing CRM,"Mar 3, 2024"
"Feb 9, 2024",Registration,Bitrix24,PL (Poland),3,,0-500,Closed Lost,Solving budget issues,"Feb 16, 2024"
"Feb 9, 2024",Registration,No CRM,PL (Poland),10,,0-500,Payment,,
"Feb 9, 2024",Inbound call,No CRM,UA (Ukraine),8,,0-500,Closed Lost,Stopped communicating,"Mar 5, 2024"
"Feb 9, 2024",Inbound call,No CRM,UA (Ukraine),1,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Apr 3, 2024"
"Feb 9, 2024",Registration,KeyCRM,EE (Estonia),3,,0-500,Closed Lost,Competitor gave better offer,"Mar 1, 2024"
"Feb 9, 2024",Intercom,No CRM,UA (Ukraine),1,,500-1000,Closed Lost,Client decided that it was not profitable,"Mar 1, 2024"
"Feb 9, 2024",Registration,No CRM,UA (Ukraine),4,,0-500,Closed Lost,No responsible of the project at the moment,"Mar 21, 2024"
"Feb 9, 2024",Inbound call,No CRM,UA (Ukraine),4,,0-500,Closed Lost,Client decided that it was not profitable,"Apr 2, 2024"
"Feb 9, 2024",Facebook PPC,Custom CRM,UA (Ukraine),6,,0-500,Closed Lost,Solving budget issues,"Feb 26, 2024"
"Feb 9, 2024",Facebook PPC,Onebox,UA (Ukraine),3,,0-500,Closed Lost,Cranky client,"Feb 9, 2024"
"Feb 8, 2024",Registration,No CRM,PL (Poland),1,,0-500,Closed Lost,Doing the website,"Mar 12, 2024"
"Feb 8, 2024",Partner,No CRM,KZ (Kazakhstan),1,90,0-500,Closed Won,,"Feb 9, 2024"
"Feb 8, 2024",Existing client,No CRM,UA (Ukraine),1,180,0-500,Closed Won,,"Mar 20, 2024"
"Feb 8, 2024",Inbound call,No CRM,UA (Ukraine),35,,0-500,Closed Lost,Implementing CRM,"Mar 15, 2024"
"Feb 8, 2024",Partner,Bitrix24,KZ (Kazakhstan),4,360,1000-2000,Closed Won,,"Mar 11, 2024"
"Feb 8, 2024",Registration,Custom CRM,PL (Poland),15,,0-500,Trial,,
"Feb 8, 2024",Partner,KeyCRM,UA (Ukraine),1,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 19, 2024"
"Feb 8, 2024",Demo Request,Other,UA (Ukraine),3,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Mar 12, 2024"
"Feb 8, 2024",Partner,KeyCRM,UA (Ukraine),1,,0-500,Closed Lost,Implementing CRM,"Mar 11, 2024"
"Feb 8, 2024",Demo Request,Is not using,UA (Ukraine),1,,0-500,Closed Lost,Competitor gave better offer,"Feb 19, 2024"
"Feb 8, 2024",Partner,AmoCRM,KZ (Kazakhstan),1,,0-500,Closed Lost,Phone system,"Feb 23, 2024"
"Feb 8, 2024",Inbound call,NetHunt CRM,UA (Ukraine),2,,0-500,Closed Lost,No responsible of the project at the moment,"Mar 15, 2024"
"Feb 8, 2024",Partner,No CRM,PL (Poland),1,90,500-1000,Closed Won,,"Mar 1, 2024"
"Feb 8, 2024",Registration,Pipedrive,AE (United Arab Emirates),7,180,0-500,Closed Won,,"Feb 23, 2024"
"Feb 7, 2024",Partner,Bitrix24,UA (Ukraine),3,,0-500,Closed Lost,Hiring,"Mar 1, 2024"
"Feb 7, 2024",Intercom,Hubspot,PL (Poland),40,,0-500,Negotiations,,
"Feb 7, 2024",Inbound call,Hubspot,PL (Poland),10,,0-500,Negotiations,,
"Feb 7, 2024",Registration,No CRM,PL (Poland),3,,0-500,Closed Lost,High price without explanation,"Feb 28, 2024"
"Feb 7, 2024",Partner,KeyCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Mar 18, 2024"
"Feb 12, 2024",Registration,Hubspot,PL (Poland),1,,0-500,Trial,,"Feb 20, 2024"
"Feb 7, 2024",Inbound call,No CRM,PL (Poland),4,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 13, 2024"
"Feb 7, 2024",Intercom,No CRM,KZ (Kazakhstan),2,,0-500,Closed Lost,Illegal industry,"Feb 9, 2024"
"Feb 6, 2024",Existing client,No CRM,US (United States of America),1,90,0-500,Closed Won,,"Feb 27, 2024"
"Feb 7, 2024",Registration,Other,UA (Ukraine),1,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 7, 2024"
"Feb 7, 2024",Partner,Bitrix24,PL (Poland),3,,1000-2000,Closed Lost,Solving budget issues,"Feb 14, 2024"
"Mar 20, 2024",Partner,No CRM,PL (Poland),3,,500-1000,Trial,,"Feb 29, 2024"
"Feb 7, 2024",Inbound call,1C as CRM,UA (Ukraine),11,,0-500,Closed Lost,Stopped communicating,"Mar 14, 2024"
"Feb 7, 2024",Inbound call,No CRM,UA (Ukraine),3,,0-500,Closed Lost,"Telecom (numbers, voice traffic)","Mar 11, 2024"
"Feb 6, 2024",Registration,No CRM,PL (Poland),4,,0-500,Closed Lost,Stopped communicating,"Mar 15, 2024"
"Feb 6, 2024",Partner,Pipedrive,UK (United Kingdom of Great Britain and Northern Ireland),2,,2000-5000,Closed Lost,Competitor has better product with better price,"Feb 22, 2024"
"Feb 6, 2024",Partner,Custom CRM,UA (Ukraine),4,90,0-500,Closed Won,,"Mar 29, 2024"
"Feb 6, 2024",Ringostat Messenger,No CRM,PL (Poland),10,,0-500,Payment,,
"Feb 6, 2024",Inbound call,Other,UA (Ukraine),1,,0-500,Closed Lost,Competitor has better product with better price,"Feb 12, 2024"
"Feb 6, 2024",Registration,No CRM,PL (Poland),2,,0-500,Project set up,,
"Feb 6, 2024",Existing client,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 6, 2024"
"Feb 6, 2024",Intercom,No CRM,CZ (Czech Republic),4,,0-500,Closed Lost,Competitor has better product with better price,"Feb 19, 2024"
"Feb 6, 2024",Ringostat Messenger,Salesdrive,UA (Ukraine),5,,0-500,Trial,,
"Feb 6, 2024",Demo Request,Bitrix24,KZ (Kazakhstan),7,,0-500,Closed Lost,Stopped communicating,"Feb 26, 2024"
"Feb 6, 2024",Existing client,Pipedrive,UA (Ukraine),1,360,500-1000,Closed Won,,"Feb 26, 2024"
"Feb 6, 2024",Inbound call,AmoCRM,KZ (Kazakhstan),1,,0-500,Closed Lost,Competitor has better product with better price,"Feb 12, 2024"
"Feb 6, 2024",Intercom,Bitrix24,KZ (Kazakhstan),8,,0-500,Closed Lost,Competitor gave better offer,"Mar 12, 2024"
"Feb 6, 2024",Registration,No CRM,UA (Ukraine),2,180,0-500,Closed Won,,"Feb 13, 2024"
"Feb 6, 2024",Inbound call,KeyCRM,UA (Ukraine),5,,0-500,Closed Lost,Solving budget issues,"Mar 12, 2024"
"Feb 6, 2024",Partner,Cliniccards,UA (Ukraine),2,,0-500,Closed Lost,Ads not run,"Apr 3, 2024"
"Feb 12, 2024",Facebook PPC,No CRM,PL (Poland),4,,0-500,Closed Lost,Implementing CRM,"Mar 29, 2024"
"Feb 5, 2024",Registration,No CRM,AZ (Azerbaijan),1,,0-500,Closed Lost,Cranky client,"Feb 8, 2024"
"Feb 5, 2024",Inbound call,Bitrix24,UA (Ukraine),15,,0-500,Closed Lost,Competitor gave better offer,"Feb 12, 2024"
"Feb 5, 2024",Inbound call,CleverBOX,UA (Ukraine),2,,0-500,Closed Lost,No responsible of the project at the moment,"Feb 9, 2024"
"Feb 5, 2024",Inbound call,Custom CRM,UA (Ukraine),160,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Feb 21, 2024"
"Feb 5, 2024",Partner,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 13, 2024"
"Feb 5, 2024",Inbound call,No CRM,KZ (Kazakhstan),1,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 27, 2024"
"Feb 5, 2024",Registration,Hubspot,PL (Poland),3,,0-500,Closed Lost,No responsible of the project at the moment,"Feb 20, 2024"
"Feb 5, 2024",Demo Request,RetailCRM,KZ (Kazakhstan),16,,1000-2000,Closed Lost,Implementing CRM,"Feb 13, 2024"
"Feb 5, 2024",Demo Request,Bitrix24,KZ (Kazakhstan),10,,500-1000,Closed Lost,Competitor gave better offer,"Feb 19, 2024"
"Feb 5, 2024",Intercom,No CRM,US (United States of America),2,,0-500,Closed Lost,High price without explanation,"Feb 22, 2024"
"Feb 5, 2024",Partner,AmoCRM,UA (Ukraine),2,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Mar 22, 2024"
"Feb 5, 2024",Partner,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Partner failed to convey value/ no client's contacts,"Feb 23, 2024"
"Feb 5, 2024",Partner,NetHunt CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 12, 2024"
"Feb 5, 2024",Partner,No CRM,UA (Ukraine),4,,0-500,Closed Lost,Solving budget issues,"Mar 11, 2024"
"Feb 5, 2024",Ringostat Messenger,KeyCRM,UA (Ukraine),33,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 23, 2024"
"Feb 2, 2024",Partner,No CRM,UA (Ukraine),3,,0-500,Closed Lost,Solving budget issues,"Feb 20, 2024"
"Feb 2, 2024",Inbound call,No CRM,UA (Ukraine),2,,0-500,Closed Lost,Competitor gave better offer,"Feb 9, 2024"
"Feb 2, 2024",Partner,G-PLUS,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 6, 2024"
"Feb 2, 2024",Intercom,Planfix,UA (Ukraine),20,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 16, 2024"
"Feb 2, 2024",Partner,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Partner failed to convey value/ no client's contacts,"Feb 19, 2024"
"Feb 2, 2024",Inbound call,Trello,UA (Ukraine),1,,0-500,Closed Lost,"Irrelevant client (no ads, calls)","Feb 2, 2024"
"Feb 2, 2024",Demo Request,No CRM,KZ (Kazakhstan),2,,0-500,Closed Lost,Stopped communicating,"Mar 4, 2024"
"Feb 2, 2024",Partner,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 22, 2024"
"Feb 2, 2024",Demo Request,No CRM,UA (Ukraine),3,,1000-2000,Closed Lost,Stopped communicating,"Feb 21, 2024"
"Feb 2, 2024",Facebook PPC,Other,PL (Poland),5,,0-500,Project set up,,
"Feb 2, 2024",Intercom,No CRM,IT (Italy),5,,1000-2000,Closed Lost,No responsible of the project at the moment,"Feb 2, 2024"
"Feb 1, 2024",Inbound call,AmoCRM,UA (Ukraine),2,90,0-500,Closed Won,,"Feb 6, 2024"
"Feb 1, 2024",Intercom,NetHunt CRM,IT (Italy),1,,0-500,Closed Lost,Ringostat Smart Phone,"Feb 12, 2024"
"Feb 2, 2024",Inbound call,No CRM,UA (Ukraine),1,,500-1000,Closed Lost,Stopped communicating,"Feb 22, 2024"
"Feb 1, 2024",Intercom,KeepinCRM,UA (Ukraine),1,,0-500,Closed Lost,High price and customer refused to implement any solution in general,"Feb 1, 2024"
"Feb 1, 2024",Intercom,No CRM,US (United States of America),5,,1000-2000,Negotiations,,
"Feb 1, 2024",Intercom,No CRM,US (United States of America),2,,1000-2000,Trial,,
"Feb 1, 2024",Facebook PPC,No CRM,UA (Ukraine),5,,0-500,Closed Lost,Failed to produce value even though it was possible,"Feb 28, 2024"
"Feb 2, 2024",Existing client,No CRM,KZ (Kazakhstan),1,360,2000-5000,Closed Won,,"Feb 29, 2024"
"Feb 1, 2024",Registration,Bitrix24,KZ (Kazakhstan),2,,0-500,Closed Lost,High price without explanation,"Feb 23, 2024"
"Feb 1, 2024",Intercom,altegio,ES (Spain),2,,0-500,Closed Lost,Stopped communicating,"Feb 16, 2024"
"Feb 2, 2024",Intercom,Mindsales,KZ (Kazakhstan),6,,0-500,Closed Lost,Other,"Feb 6, 2024"
"Feb 1, 2024",Partner,Terrasoft (bpm online),UA (Ukraine),5,90,0-500,Closed Won,,"Feb 14, 2024"
"Feb 2, 2024",Inbound call,No CRM,UA (Ukraine),2,,0-500,Closed Lost,Doing the website,"Mar 11, 2024"
"Feb 1, 2024",Partner,Creatio,UA (Ukraine),5,,0-500,Closed Lost,Solving budget issues,"Mar 6, 2024"
"Jan 31, 2024",Partner,RealtSoft,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 31, 2024"
"Jan 31, 2024",Facebook PPC,No CRM,UA (Ukraine),3,90,500-1000,Closed Won,,"Mar 26, 2024"
"Jan 31, 2024",Inbound call,No CRM,PL (Poland),5,,0-500,Closed Lost,No responsible of the project at the moment,"Mar 5, 2024"
"Jan 31, 2024",Demo Request,No CRM,UA (Ukraine),5,,1000-2000,Closed Lost,"Contact person isn't desicion maker, just collects information","Feb 20, 2024"
"Jan 31, 2024",Cold calling,No CRM,UA (Ukraine),15,,0-500,Closed Lost,Phone system,"Feb 16, 2024"
"Jan 31, 2024",Partner,imed,UA (Ukraine),2,90,500-1000,Closed Won,,"Feb 22, 2024"
"Jan 31, 2024",Partner,No CRM,UA (Ukraine),1,,500-1000,Closed Lost,High price and customer refused to implement any solution in general,"Feb 5, 2024"
"Jan 31, 2024",Inbound call,No CRM,UA (Ukraine),3,,0-500,Payment,,"Mar 7, 2024"
"Jan 31, 2024",Partner,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 19, 2024"
"Jan 31, 2024",Partner,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 15, 2024"
"Jan 31, 2024",Intercom,Bitrix24,KZ (Kazakhstan),10,,0-500,Closed Lost,Failed to produce value even though it was possible,"Feb 28, 2024"
"Jan 31, 2024",Facebook PPC,Bitrix24,UA (Ukraine),5,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 6, 2024"
"Jan 31, 2024",Demo Request,KeyCRM,UA (Ukraine),2,,0-500,Closed Lost,Competitor gave better offer,"Feb 6, 2024"
"Jan 31, 2024",Partner,No CRM,UA (Ukraine),2,90,0-500,Closed Won,,"Feb 6, 2024"
"Jan 31, 2024",Demo Request,Custom CRM,KZ (Kazakhstan),40,,0-500,Closed Lost,Competitor has better product,"Feb 5, 2024"
"Jan 30, 2024",Registration,Pipedrive,PL (Poland),3,12-month contract,500-1000,Closed Won,,"Mar 15, 2024"
"Jan 30, 2024",Intercom,NetHunt CRM,IL (Israel),2,,0-500,Closed Lost,Stopped communicating,"Feb 19, 2024"
"Jan 30, 2024",Inbound call,No CRM,PL (Poland),4,,0-500,Closed Lost,High price without explanation,"Feb 28, 2024"
"Jan 30, 2024",Inbound call,KeyCRM,UA (Ukraine),3,90,0-500,Closed Won,,"Feb 15, 2024"
"Jan 30, 2024",Inbound call,No CRM,UA (Ukraine),8,,0-500,Closed Lost,High price and customer refused to implement any solution in general,"Feb 1, 2024"
"Jan 30, 2024",Inbound call,Bitrix24,UA (Ukraine),5,180,0-500,Closed Won,,"Feb 15, 2024"
"Jan 30, 2024",Intercom,NetHunt CRM,UA (Ukraine),3,,0-500,Closed Lost,Competitor has better product with better price,"Mar 6, 2024"
"Jan 30, 2024",Inbound call,Odoo,UA (Ukraine),4,90,0-500,Closed Won,,"Mar 7, 2024"
"Jan 30, 2024",Inbound call,KeyCRM,UA (Ukraine),2,90,0-500,Closed Won,,"Feb 14, 2024"
"Jan 30, 2024",Partner,No CRM,UA (Ukraine),3,90,0-500,Closed Won,,"Feb 12, 2024"
"Jan 30, 2024",Partner,KeyCRM,UA (Ukraine),2,,500-1000,Closed Lost,Solving budget issues,"Feb 6, 2024"
"Jan 30, 2024",Partner,No CRM,SK (Slovakia),1,360,1000-2000,Closed Won,,"Mar 11, 2024"
"Jan 30, 2024",Inbound call,No CRM,UA (Ukraine),6,360,0-500,Closed Won,,"Feb 7, 2024"
"Jan 30, 2024",Inbound call,Other,UA (Ukraine),2,,500-1000,Closed Lost,Failed to produce value even though it was possible,"Feb 13, 2024"
"Jan 30, 2024",Partner,No CRM,KZ (Kazakhstan),3,,500-1000,Closed Lost,Implementing CRM,"Feb 19, 2024"
"Jan 30, 2024",Partner,AmoCRM,KZ (Kazakhstan),1,90,0-500,Closed Won,,"Mar 15, 2024"
"Jan 30, 2024",Inbound call,No CRM,UA (Ukraine),10,,0-500,Closed Lost,Phone system,"Mar 14, 2024"
"Jan 29, 2024",Inbound call,KeyCRM,UA (Ukraine),4,,500-1000,Closed Lost,No responsible of the project at the moment,"Feb 19, 2024"
"Jan 29, 2024",Facebook PPC,No CRM,UA (Ukraine),3,,0-500,Closed Lost,Phone system,"Feb 1, 2024"
"Jan 29, 2024",Existing client,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 29, 2024"
"Jan 29, 2024",Intercom,KeyCRM,UA (Ukraine),3,360,0-500,Closed Won,,"Feb 21, 2024"
"Jan 29, 2024",Demo Request,No CRM,UA (Ukraine),1,,0-500,Closed Lost,Ads not run,"Jan 29, 2024"
"Jan 29, 2024",Intercom,No CRM,UA (Ukraine),4,,0-500,Closed Lost,Stopped communicating,"Feb 16, 2024"
"Jan 29, 2024",Registration,No CRM,UA (Ukraine),2,,0-500,Closed Lost,Stopped communicating,"Feb 19, 2024"
"Jan 29, 2024",Demo Request,AmoCRM,UA (Ukraine),3,,1000-2000,Closed Lost,Client decided that it was not profitable,"Feb 14, 2024"
"Jan 29, 2024",Partner,KeyCRM,UA (Ukraine),3,360,0-500,Closed Won,,"Feb 23, 2024"
"Jan 30, 2024",Facebook PPC,Custom CRM,UA (Ukraine),3,,0-500,Closed Lost,Stopped communicating,"Mar 27, 2024"
"Jan 29, 2024",Inbound call,NetHunt CRM,KZ (Kazakhstan),3,90,0-500,Closed Won,,"Feb 15, 2024"
"Jan 29, 2024",Ringostat Messenger,AmoCRM,UA (Ukraine),1,,0-500,Closed Lost,High price and customer refused to implement any solution in general,"Feb 16, 2024"
"Jan 29, 2024",Demo Request,KeepinCRM,UA (Ukraine),1,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 5, 2024"
"Jan 26, 2024",Intercom,Bitrix24,UA (Ukraine),3,,0-500,Closed Lost,Stopped communicating,"Feb 15, 2024"
"Jan 26, 2024",Inbound call,No CRM,UA (Ukraine),3,90,0-500,Closed Won,,"Mar 7, 2024"
"Jan 26, 2024",Inbound call,KeyCRM,UA (Ukraine),4,90,0-500,Closed Won,,"Feb 7, 2024"
"Jan 29, 2024",Ringostat Messenger,No CRM,GE (Georgia),3,90,0-500,Closed Won,,"Feb 19, 2024"
"Jan 26, 2024",Facebook PPC,No CRM,UA (Ukraine),4,,0-500,Closed Lost,Failed to produce value even though it was possible,"Feb 5, 2024"
"Jan 26, 2024",Registration,1C as CRM,UA (Ukraine),4,90,2000-5000,Closed Won,,"Mar 11, 2024"
"Jan 26, 2024",Partner,Salesdrive,UA (Ukraine),2,,500-1000,Closed Lost,Partner failed to convey value/ no client's contacts,"Mar 14, 2024"
"Jan 26, 2024",Partner,AmoCRM,UA (Ukraine),2,90,0-500,Closed Won,,"Feb 6, 2024"
"Jan 26, 2024",Demo Request,altegio,UA (Ukraine),3,90,0-500,Closed Won,,"Feb 13, 2024"
"Jan 25, 2024",Inbound call,No CRM,PL (Poland),6,360,0-500,Closed Won,,"Feb 5, 2024"
"Jan 26, 2024",Partner,Bitrix24,TJ (Tajikistan),60,,0-500,Closed Lost,Partner failed to convey value/ no client's contacts,"Feb 28, 2024"
"Jan 26, 2024",Partner,Bitrix24,PL (Poland),15,12-month contract,0-500,Closed Won,,"Mar 12, 2024"
"Jan 25, 2024",Partner,No CRM,UA (Ukraine),1,,0-500,Trial,,
"Jan 26, 2024",Inbound call,Bitrix24,KZ (Kazakhstan),5,,0-500,Closed Lost,Competitor gave better offer,"Feb 16, 2024"
"Jan 25, 2024",Inbound call,KeepinCRM,UA (Ukraine),2,90,1000-2000,Closed Won,,"Feb 5, 2024"
"Jan 26, 2024",Existing client,Bitrix24,KZ (Kazakhstan),3,90,1000-2000,Closed Won,,"Jan 26, 2024"
"Jan 25, 2024",Inbound call,No CRM,UA (Ukraine),3,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Feb 23, 2024"
"Jan 26, 2024",Demo Request,AmoCRM,KZ (Kazakhstan),45,,0-500,Closed Lost,Solving budget issues,"Jan 31, 2024"
"Jan 25, 2024",Partner,No CRM,UA (Ukraine),2,,0-500,Closed Lost,Client decided that it was not profitable,"Jan 25, 2024"
"Jan 25, 2024",Partner,AmoCRM,TR (Turkey),10,,1000-2000,Closed Lost,Business closed / repurposed,"Mar 13, 2024"
"Jan 25, 2024",Demo Request,No CRM,KZ (Kazakhstan),3,,0-500,Closed Lost,Competitor gave better offer,"Jan 29, 2024"
"Jan 25, 2024",Demo Request,No CRM,BG (Bulgaria),10,,0-500,Closed Lost,"Telecom (numbers, voice traffic)","Jan 25, 2024"
"Jan 25, 2024",Partner,KeyCRM,UA (Ukraine),2,,1000-2000,Closed Lost,High price without explanation,"Feb 6, 2024"
"Jan 25, 2024",Inbound call,No CRM,UA (Ukraine),3,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 1, 2024"
"Jan 25, 2024",Partner,Other,UA (Ukraine),6,90,2000-5000,Closed Won,,"Feb 27, 2024"
"Jan 25, 2024",Inbound call,Other,UA (Ukraine),1,,0-500,Closed Lost,Solving budget issues,"Jan 25, 2024"
"Jan 24, 2024",Inbound call,Salesdrive,UA (Ukraine),3,360,2000-5000,Closed Won,,"Feb 5, 2024"
"Jan 24, 2024",Inbound call,Bitrix24,UA (Ukraine),15,,0-500,Closed Lost,Other,"Jan 30, 2024"
"Jan 24, 2024",Inbound call,No CRM,PL (Poland),6,,0-500,Closed Lost,Other,"Mar 11, 2024"
"Jan 25, 2024",Inbound call,1C as CRM,UA (Ukraine),25,90,0-500,Closed Won,Hiring,"Mar 1, 2024"
"Jan 25, 2024",Facebook PPC,No CRM,UA (Ukraine),3,,0-500,Closed Lost,No responsible of the project at the moment,"Feb 20, 2024"
"Jan 24, 2024",Demo Request,No CRM,KZ (Kazakhstan),3,,500-1000,Closed Lost,High price and customer refused to implement any solution in general,"Feb 2, 2024"
"Jan 24, 2024",Partner,KeyCRM,UA (Ukraine),3,,0-500,Closed Lost,Competitor has better product,"Feb 14, 2024"
"Jan 24, 2024",Facebook PPC,Pipedrive,PL (Poland),2,,0-500,Closed Lost,High price and customer refused to implement any solution in general,"Feb 12, 2024"
"Jan 24, 2024",Inbound call,No CRM,PL (Poland),1,,0-500,Closed Lost,High price without explanation,"Feb 8, 2024"
"Jan 24, 2024",Demo Request,Pipedrive,PL (Poland),10,,0-500,Project set up,,
"Jan 25, 2024",Partner,No CRM,US (United States of America),14,90,500-1000,Closed Won,,"Mar 7, 2024"
"Jan 24, 2024",Partner,KeyCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 13, 2024"
"Jan 24, 2024",Partner,No CRM,UA (Ukraine),2,180,0-500,Closed Won,,"Jan 30, 2024"
"Jan 23, 2024",Facebook PPC,No CRM,PL (Poland),6,,500-1000,Closed Lost,Stopped communicating,"Mar 1, 2024"
"Jan 24, 2024",Registration,KeyCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Feb 15, 2024"
"Jan 24, 2024",Demo Request,Other,UA (Ukraine),1,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 14, 2024"
"Jan 25, 2024",Intercom,Bitrix24,KZ (Kazakhstan),6,,0-500,Project set up,,
"Jan 25, 2024",Inbound call,Salesdrive,UA (Ukraine),7,,0-500,Closed Lost,Competitor has better product with better price,"Jan 30, 2024"
"Jan 24, 2024",Demo Request,No CRM,PL (Poland),4,90,0-500,Closed Won,,"Feb 6, 2024"
"Jan 24, 2024",Demo Request,No CRM,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 30, 2024"
"Jan 24, 2024",Partner,Onebox,UA (Ukraine),7,,0-500,Closed Lost,Implementing CRM,"Mar 11, 2024"
"Jan 24, 2024",Partner,No CRM,UA (Ukraine),2,,0-500,Closed Lost,"Contact person isn't desicion maker, just collects information","Jan 30, 2024"
"Jan 24, 2024",Intercom,No CRM,CZ (Czech Republic),1,,0-500,Closed Lost,Partner failed to convey value/ no client's contacts,"Jan 24, 2024"
"Jan 23, 2024",Facebook PPC,No CRM,PL (Poland),3,,0-500,Closed Lost,No responsible of the project at the moment,"Mar 5, 2024"
"Jan 24, 2024",Existing client,KeepinCRM,UA (Ukraine),2,180,0-500,Closed Won,,"Feb 7, 2024"
"Jan 23, 2024",Partner,No CRM,UA (Ukraine),1,360,500-1000,Closed Won,,"Jan 29, 2024"
"Jan 23, 2024",Intercom,Salesdrive,UA (Ukraine),2,,0-500,Closed Lost,High price and customer refused to implement any solution in general,"Jan 26, 2024"
"Jan 23, 2024",Partner,Other,UA (Ukraine),5,90,0-500,Closed Won,Stopped communicating,"Feb 7, 2024"
"Jan 23, 2024",Registration,KeyCRM,UA (Ukraine),6,90,0-500,Closed Won,,"Jan 29, 2024"
"Jan 23, 2024",Partner,ZohoCRM,UA (Ukraine),1,90,0-500,Closed Won,,"Jan 25, 2024"
"Jan 23, 2024",Registration,Pipedrive,MD (Moldova),5,,0-500,Closed Lost,"Telecom (numbers, voice traffic)","Feb 1, 2024"
"Jan 23, 2024",Inbound call,KeyCRM,UA (Ukraine),3,,500-1000,Closed Lost,Client decided that it was not profitable,"Feb 5, 2024"
"Jan 23, 2024",Partner,Custom CRM,UA (Ukraine),8,,2000-5000,Closed Lost,Competitor gave better offer,"Feb 13, 2024"
"Jan 23, 2024",Registration,ZohoCRM,UA (Ukraine),6,,0-500,Closed Lost,Client decided that it was not profitable,"Feb 7, 2024"
"Jan 23, 2024",Facebook PPC,Hubspot,PL (Poland),20,,0-500,Negotiations,,
"Jan 23, 2024",Intercom,No CRM,UA (Ukraine),9,90,0-500,Closed Won,,"Feb 5, 2024"
"Jan 23, 2024",Partner,Creatio,UA (Ukraine),88,,0-500,Trial,,
"Jan 23, 2024",Intercom,No CRM,UA (Ukraine),15,,500-1000,Closed Lost,"Contact person isn't desicion maker, just collects information","Jan 25, 2024"
"Jan 23, 2024",Registration,Pipedrive,UA (Ukraine),5,90,0-500,Closed Won,,"Feb 14, 2024"
"Jan 22, 2024",Partner,AmoCRM,UA (Ukraine),5,360,0-500,Closed Won,,"Feb 14, 2024"
"Jan 22, 2024",Existing client,Hubspot,GE (Georgia),1,90,0-500,Closed Won,,"Jan 23, 2024"
"Jan 22, 2024",Inbound call,Other,PL (Poland),3,,0-500,Negotiations,,
"Jan 22, 2024",Webinar,No CRM,PL (Poland),7,,0-500,Negotiations,,
"Jan 22, 2024",Registration,AmoCRM,CY (Cyprus),5,,1000-2000,Project set up,,
"Jan 22, 2024",Registration,No CRM,KZ (Kazakhstan),3,180,500-1000,Closed Won,,"Jan 29, 2024"
"Jan 22, 2024",Registration,Bitrix24,UA (Ukraine),3,360,500-1000,Closed Won,,"Feb 8, 2024"
"Jan 22, 2024",Inbound call,Salesdrive,UA (Ukraine),2,,500-1000,Closed Lost,Competitor has better product with better price,"Jan 24, 2024"
"Jan 22, 2024",Registration,KeyCRM,UA (Ukraine),4,360,1000-2000,Closed Won,,"Feb 2, 2024"
"Jan 23, 2024",Intercom,AmoCRM,KZ (Kazakhstan),80,,0-500,Closed Lost,No responsible of the project at the moment,"Feb 13, 2024"
